"modelo","familia","ajuste","n","estimando","estimacion","ICr95_inferior","ICr95_superior","coeficiente","coeficiente_ICr95_inferior","coeficiente_ICr95_superior","shape_mediana","shape_ICr95_inferior","shape_ICr95_superior"
"negbin_no_ajustado","binomial_negativa","ninguno",6884,"razon_de_medias",0.901817115756637,0.855681490459386,0.952946561525171,-0.103343533637746,-0.155857062692464,-0.0481964508517541,14.6798916346361,13.0485803891808,16.653317847655
"negbin_ajustado","binomial_negativa","oportunidad_acumulada",6860,"razon_de_medias",0.902730342166135,0.857323490025236,0.948972770426703,-0.102331394563052,-0.153939963667216,-0.0523751737337357,19.3467074395428,16.8446471179025,22.5491698455298
