regla,n_total,n_10_14,n_15_19,eventos_10_14,eventos_15_19,prevalencia_10_14,prevalencia_15_19,RP,ICr95_inf,ICr95_sup,Rhat_max,ESS_bulk_min,ESS_tail_min,divergencias,treedepth_max_observado,iteraciones_treedepth_15,E_BFMI_min,PPC_fuera_ICr95,PPC_total
Principal: edad - 5; tope 12,7027,382,6645,159,1208,0.4162303664921466,0.181790820165538,2.279097336391414,1.992282817723434,2.588569383727658,1.0008234106971996,5790.551814758075,5665.089897702601,0,4,0,0.9470039090244363,0,3
