Regla,Grupo,Prevalencia,Estimador,ICr95,n_total,n_10_14,n_15_19
Principal: edad - 5; tope 12,10–14 años,0.4162303664921466,2.279097336391414,1.992–2.589,7027,382,6645
Principal: edad - 5; tope 12,15–19 años,0.181790820165538,2.279097336391414,1.992–2.589,7027,382,6645
Sensibilidad: edad - 6; tope 12,10–14 años,0.34554973821989526,2.074471116522578,1.777–2.407,7027,382,6645
Sensibilidad: edad - 6; tope 12,15–19 años,0.1655379984951091,2.074471116522578,1.777–2.407,7027,382,6645
