"analisis","definicion_evento","grupo_comparacion","familia_enlace","n","eventos","RP","RP_ICr95_inferior","RP_ICr95_superior","DP","DP_ICr95_inferior","DP_ICr95_superior","pd","Rhat_max","ESS_bulk_min","ESS_tail_min","divergencias","max_treedepth_configurado","treedepth_observado_max","transiciones_en_max_treedepth","E_BFMI_min"
"Control prenatal adecuado: sí/no","Adecuado = proporción observados/esperados ≥80%","10–14 vs 15–19 años","Bernoulli-logit",6860,4198,0.866563144854702,0.783572727667981,0.950866588046307,-0.0821402221083939,-0.133661178209345,-0.0302220809795292,0.999,1.00137901611493,4097.09882090133,4820.883641648,0,15,4,0,0.947809332550315
