"analisis","niveles","grupo_comparacion","familia_enlace","n","coeficiente_log_odds","coeficiente_ICr95_inferior","coeficiente_ICr95_superior","OR_acumulativa","OR_ICr95_inferior","OR_ICr95_superior","Rhat_coeficiente","ESS_bulk_coeficiente","ESS_tail_coeficiente","Rhat_max","ESS_bulk_min","ESS_tail_min","divergencias","max_treedepth_configurado","treedepth_observado_max","transiciones_en_max_treedepth","E_BFMI_min"
"Adecuación ordinal del control prenatal","Sin controles < Inadecuado < Intermedio < Adecuado","10–14 vs 15–19 años","cumulative-logit; thresholds flexibles",6860,-0.376186673871923,-0.578208837853882,-0.176248851177371,0.686474174314088,0.560902135575515,0.838409318685996,1.00028347316127,7077.98074556546,6502.87115044141,1.00092571179629,4181.9341322682,5183.58523056085,0,15,7,0,0.984585598172681
