"variable","resultado","familia","parametro","periodo_contrastado","periodo_referencia","estimacion_logit","ICr95_logit_inferior","ICr95_logit_superior","razon_de_OR","ICr95_razon_OR_inferior","ICr95_razon_OR_superior"
"pareja_estable","Pareja estable","Bernoulli-logit","b_menor15:periodop2015_2019","2015–2019","2009–2014",-0.26958489954758,-0.783804640517587,0.220067318041322,0.763696439310576,0.456665256426295,1.24616061687288
"pareja_estable","Pareja estable","Bernoulli-logit","b_menor15:periodop2020_jun2024","2020–junio 2024","2009–2014",0.632303892754363,0.119578249985551,1.15249346551766,1.88194138108645,1.12702143003165,3.16607758799554
"etnia_minoritaria","Etnia minoritaria","Bernoulli-logit","b_menor15:periodop2015_2019","2015–2019","2009–2014",0.27135484030419,-0.613838833655896,1.15453714899754,1.31174044670894,0.54126903547322,3.17255466337028
"etnia_minoritaria","Etnia minoritaria","Bernoulli-logit","b_menor15:periodop2020_jun2024","2020–junio 2024","2009–2014",-0.448244338745181,-1.38096056200709,0.490991216293572,0.638748594053737,0.251337049936032,1.63393500656873
"adecuacion_adecuada_bin","Control prenatal adecuado: sí/no","Bernoulli-logit","b_menor15:periodop2015_2019","2015–2019","2009–2014",0.247671224168749,-0.243090743000626,0.744377144578629,1.28103869024712,0.784200349968656,2.10512983698638
"adecuacion_adecuada_bin","Control prenatal adecuado: sí/no","Bernoulli-logit","b_menor15:periodop2020_jun2024","2020–junio 2024","2009–2014",0.461562134578278,-0.0463216858549748,0.968248149100517,1.58655045627591,0.954734788166221,2.63332722170237
"adecuacion_controles","Adecuación ordinal del control prenatal","Ordinal cumulative-logit","b_menor15:periodop2015_2019","2015–2019","2009–2014",0.281060625424082,-0.187536238615841,0.765701043609245,1.32453390204972,0.82899907817186,2.15050144263977
"adecuacion_controles","Adecuación ordinal del control prenatal","Ordinal cumulative-logit","b_menor15:periodop2020_jun2024","2020–junio 2024","2009–2014",0.41667528854122,-0.0852965490400144,0.915098744287061,1.51690987497335,0.918239941017928,2.49702180882023
